X,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,clus,price
1199,-2.75343195648675,0.700920315475694,0.905594849055284,-0.339553223831488,-0.311246729528627,-0.379237978250886,0.581473223258461,-1.28890150502375,0.506236230702466,1.04182507090708,-0.203214108248294,-1.16178101238333,-1.53298575053018,-0.945563301994504,-0.381660054867346,-1.02796635557839,-0.140543414890011,1.53417327234319,-0.464541378685487,0.124677930918188,0.497178339895868,-0.273103299518772,2,117000
751,-1.36390534605186,-1.98062383482552,0.268248073483438,0.704355350137062,0.228615231017769,-0.973058513637068,-0.0237547832866629,-0.13936875698107,-2.22979431492969,0.218805497028929,0.213646686104654,1.07022812935767,-0.890223624143836,0.22812329375022,0.283152415413609,-0.289788027635781,-0.917624234331259,-0.228709456300873,0.400083352835463,0.408647613086584,-0.423641644730719,-0.194308637923198,2,156000
311,-2.372510697,0.210907884216195,0.773716798034347,2.12501411253684,0.186000798187153,2.88342274921978,-2.37248196843076,-1.52238318864974,1.36178082802035,-0.70278087343805,0.599348920384325,0.479937358324815,-0.0264135896073386,0.789133577592359,-0.184328120096622,2.194807282697,0.822325557981714,1.1534107833546,1.49211361577514,0.998343609245741,0.332490010312365,0.295721765718452,2,119900
1137,-1.96197815787393,-2.53376359625821,0.00409129447533524,0.565766535927519,-0.358416368445446,0.184446396897909,1.11115564421446,-0.297100868011528,0.737410529212459,-0.2310961038301,-0.588400308971132,0.714897015198931,-0.451142576891621,1.12854094522787,0.592512876906836,0.389064218586322,0.420983357072578,-0.652540230846866,0.980165517012577,0.0635613765891861,-0.895672548196542,-0.837824603287506,2,139000
405,-3.09216599092941,1.68453740750626,2.12669559947438,-1.94685592049796,-0.318139843409696,-4.32886041307939,-0.996423347087301,-1.45538644115743,1.19233158702618,1.06064104145629,4.7466257321548,-2.94137403525876,2.52056829720645,2.20614558656304,5.14818249426118,2.85927105411213,1.04712630533539,-1.1550115427921,0.029543275183175,-0.334142340416403,-0.161743259433681,-1.35763913867661,2,115000
304,4.12576847414501,-2.89909141873469,0.59185069848757,-0.353420818663284,-1.52752416329171,-0.448971385252786,0.368621029391086,0.340919520208859,0.841948997756062,0.0190362817429141,-0.52972734682408,0.383445492865256,0.330114812808657,0.868354106983428,0.569854759096298,-0.0957522150926537,-1.03669905822306,0.564193243217153,0.526302778674958,0.668808643729287,-0.347716166892779,-0.893517273481687,1,305900
569,-2.96201136296813,-1.74295007052484,0.0323369171095268,0.127380818952266,0.106125273349574,-0.196605797881294,0.0374662690627735,0.21875449109705,0.708355623513199,0.213598959592122,-0.769572339329832,-0.0365805001662021,1.05996200213234,-0.0766691059721392,-0.351528670617197,0.800055940207722,-0.957984957236376,-0.795445777862097,0.0834703693254944,0.79412120994985,0.142181611404292,0.240117949855128,2,120000
1398,1.18704480069895,-1.27715259752544,-1.65067342779708,-2.62423338378358,0.460159559572129,-0.663202865085409,-0.957012093660808,-0.103785583997572,0.153609614894002,0.0251594816352139,-0.601190293007159,-0.100351704579528,0.108441378927792,-0.588483577388911,-0.341070298303977,0.589061374956407,0.0998936389453786,0.38806077445277,0.704078655175287,-0.553518820240248,0.0605652961036951,0.46863523409598,1,193879
1063,0.247930018808898,1.71950686895868,-1.79110422091461,-0.229423478731708,0.699302312285675,0.246160907394165,0.495122326862557,-0.333489046344936,-0.73154239495781,-0.0386201611987106,0.24336725466561,-0.239531384845532,-0.197648488543515,0.0989320112370383,-0.282554382769356,-0.0785693422804706,0.418431693536884,0.57662977350182,-0.478235678148231,-1.01558187035474,-0.301226289119796,-0.361337980975519,1,178000
1108,1.78642594611685,2.25937147031872,-0.0784744299462052,0.731698870932299,0.565032352918743,1.22064031512016,0.928402734010176,0.235861515786395,0.683360535969402,0.319086297492913,-0.147587801020878,-0.0945278375615942,0.469584206749283,0.57444506276054,0.303509879362155,0.185361459147947,-0.755791102202171,-1.07696130054601,-1.79844137044177,0.374306240382236,-1.06842605407349,0.810054582958744,1,205000
27,-1.54319545583159,-1.36266798055134,-0.206998456881154,-0.0210762505865389,1.44687223729075,-0.652956542796054,-1.31910890832305,3.10559708049451,-2.26612125355361,0.788083809071465,0.470972012778982,0.76129469369628,-1.91786399144756,1.39390310128015,1.30047887095804,-1.82088981556764,0.0700566894594827,-0.334543530187782,0.647366892412881,0.183004451841868,-0.162376403929049,-0.0822518860507928,2,134800
886,-0.0940365979190559,-2.36495946997432,2.9912385305247,-0.396273281808809,0.0303802401905376,0.720309288541934,3.29090772064632,1.38623097065119,1.41670567870864,-2.03653103749668,3.16793764045186,-0.00447955067019469,-1.22737025210659,-0.768363656252868,-1.09932505920574,1.0708273848491,-0.48313388357358,-0.820998539617421,0.382725617640067,-0.820225501826862,0.379096789974932,0.364904688203651,2,149500
1112,3.78984099296365,-2.57216633846768,0.333173150561838,-0.855978180438084,-0.723135301113293,0.116683120108492,0.589522110123512,-0.0212541239534998,1.11470660216119,-0.246517092764667,-0.621868510340082,0.557344512205369,-0.124385404953464,0.826307668703569,0.645347428138466,0.494853768215433,-0.296586084244006,0.635719640843836,-0.524731499931844,-0.345967006041046,-0.586358867885274,-0.124835225769448,1,318000
959,-0.362607087954419,1.23042913609025,-1.94288687052544,2.51881578930926,-0.975295350034489,0.336854951164174,-0.735063153406263,-0.32205527847922,0.682400498543464,0.434288168402732,0.0937951422522159,-0.244904924822085,-0.179203907072936,-0.560066063551113,-0.223923021311246,0.790333199079076,-0.264517880720793,0.616730501023773,0.359790594056073,-0.830019405217951,-0.895621929639224,-1.18379025682934,2,155000
